title,company,description,onsite_remote,salary,location,criteria,posted_date,link,salary_low,salary_high,salary_lowR,salary_highR
Data Analyst,Libitzky Property Companies,"Using its own equity, LPC continues to build on its strengths and reinvest its capital into new ventures.The RoleYou Will Be Responsible ForCommunicating and supporting the use of the data architecture to all stakeholders.Development of data architecture, strategy and governance.Providing secure, stable, scalable and cost-effective solutions to facilitate storage, integration, usage, access, and delivery of data assets across the business.Defining, developing and maintaining reports to support decision making.Processing & Interpreting data to get actionable insights.Working closely with business users to understand their data analysis needs/requirements.Ideal ProfileYou possess a degree in Computer Science, Applied Mathematics, Engineering or related field.You have at least 1 year experience, ideally within a Data Analyst or Data Architect role.Ability to conceive the data picture from an organisational perspective, and bridge gap between current state and future goals.Exposure/expertise in one or more of emerging tools like columnar and NoSQL databases, predictive analytics, data visualization, and unstructured data.Strong expertise in data modelling & database design.You have good presentation and communication skills and the ability to present you findings clearly and accessibly in the form of reports and presentations to senior colleagues.You are a strong networker & relationship builderYou are a strong team player who can manage multiple stakeholdersYou are a strong mentor and coach who can build high performing teamsWhat's on Offer?Work alongside & learn from best in class talentOpportunity to make a positive impactGreat work environment",remote,"$135,000.00
            -
            $140,000.00",Canada,"[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Software Development'}]",2022-09-28,https://ca.linkedin.com/jobs/view/data-analyst-at-libitzky-property-companies-3314494593?refId=JR%2BDd15a7eZmLCRhCrpFRA%3D%3D&trackingId=k6JhVPgEEoGq90fTniKHHw%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card,135000.0,140000.0,135000.0,140000.0
Data Analyst,Libitzky Property Companies,"Using its own equity, LPC continues to build on its strengths and reinvest its capital into new ventures.The RoleYou Will Be Responsible ForCommunicating and supporting the use of the data architecture to all stakeholders.Development of data architecture, strategy and governance.Providing secure, stable, scalable and cost-effective solutions to facilitate storage, integration, usage, access, and delivery of data assets across the business.Defining, developing and maintaining reports to support decision making.Processing & Interpreting data to get actionable insights.Working closely with business users to understand their data analysis needs/requirements.Ideal ProfileYou possess a degree in Computer Science, Applied Mathematics, Engineering or related field.You have at least 1 year experience, ideally within a Data Analyst or Data Architect role.Ability to conceive the data picture from an organisational perspective, and bridge gap between current state and future goals.Exposure/expertise in one or more of emerging tools like columnar and NoSQL databases, predictive analytics, data visualization, and unstructured data.Strong expertise in data modelling & database design.You have good presentation and communication skills and the ability to present you findings clearly and accessibly in the form of reports and presentations to senior colleagues.You are a strong networker & relationship builderYou are a strong team player who can manage multiple stakeholdersYou are a strong mentor and coach who can build high performing teamsWhat's on Offer?Work alongside & learn from best in class talentOpportunity to make a positive impactGreat work environment",remote,"$135,000.00
            -
            $140,000.00",Canada,"[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Software Development'}]",2022-09-28,https://ca.linkedin.com/jobs/view/data-analyst-at-libitzky-property-companies-3314494593?refId=kNZxUXaCHWK%2BGXrSCQDBwA%3D%3D&trackingId=Yn7pHV4YqTx3dk5CU2BMTg%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card,135000.0,140000.0,135000.0,140000.0
Data Analyst,Libitzky Property Companies,"Using its own equity, LPC continues to build on its strengths and reinvest its capital into new ventures.The RoleYou Will Be Responsible ForCommunicating and supporting the use of the data architecture to all stakeholders.Development of data architecture, strategy and governance.Providing secure, stable, scalable and cost-effective solutions to facilitate storage, integration, usage, access, and delivery of data assets across the business.Defining, developing and maintaining reports to support decision making.Processing & Interpreting data to get actionable insights.Working closely with business users to understand their data analysis needs/requirements.Ideal ProfileYou possess a degree in Computer Science, Applied Mathematics, Engineering or related field.You have at least 1 year experience, ideally within a Data Analyst or Data Architect role.Ability to conceive the data picture from an organisational perspective, and bridge gap between current state and future goals.Exposure/expertise in one or more of emerging tools like columnar and NoSQL databases, predictive analytics, data visualization, and unstructured data.Strong expertise in data modelling & database design.You have good presentation and communication skills and the ability to present you findings clearly and accessibly in the form of reports and presentations to senior colleagues.You are a strong networker & relationship builderYou are a strong team player who can manage multiple stakeholdersYou are a strong mentor and coach who can build high performing teamsWhat's on Offer?Work alongside & learn from best in class talentOpportunity to make a positive impactGreat work environment",remote,"$135,000.00
            -
            $140,000.00",Canada,"[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Software Development'}]",2022-09-28,https://ca.linkedin.com/jobs/view/data-analyst-at-libitzky-property-companies-3314494593?refId=DpfoqdviZYHaKlcmFPj0Yg%3D%3D&trackingId=aJ%2FJebaUt%2B5EbAt0OI7I3g%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card,135000.0,140000.0,135000.0,140000.0
Data Analyst,Libitzky Property Companies,"Using its own equity, LPC continues to build on its strengths and reinvest its capital into new ventures.The RoleYou Will Be Responsible ForCommunicating and supporting the use of the data architecture to all stakeholders.Development of data architecture, strategy and governance.Providing secure, stable, scalable and cost-effective solutions to facilitate storage, integration, usage, access, and delivery of data assets across the business.Defining, developing and maintaining reports to support decision making.Processing & Interpreting data to get actionable insights.Working closely with business users to understand their data analysis needs/requirements.Ideal ProfileYou possess a degree in Computer Science, Applied Mathematics, Engineering or related field.You have at least 1 year experience, ideally within a Data Analyst or Data Architect role.Ability to conceive the data picture from an organisational perspective, and bridge gap between current state and future goals.Exposure/expertise in one or more of emerging tools like columnar and NoSQL databases, predictive analytics, data visualization, and unstructured data.Strong expertise in data modelling & database design.You have good presentation and communication skills and the ability to present you findings clearly and accessibly in the form of reports and presentations to senior colleagues.You are a strong networker & relationship builderYou are a strong team player who can manage multiple stakeholdersYou are a strong mentor and coach who can build high performing teamsWhat's on Offer?Work alongside & learn from best in class talentOpportunity to make a positive impactGreat work environment",remote,"$135,000.00
            -
            $140,000.00",Canada,"[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Software Development'}]",2022-09-28,https://ca.linkedin.com/jobs/view/data-analyst-at-libitzky-property-companies-3314494593?refId=%2BCqnmI11De85%2FA%2BETQDPQg%3D%3D&trackingId=VNLdR1qNn2sDwIIXnpVq%2FA%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card,135000.0,140000.0,135000.0,140000.0
Data Analyst,Libitzky Property Companies,"Using its own equity, LPC continues to build on its strengths and reinvest its capital into new ventures.The RoleYou Will Be Responsible ForCommunicating and supporting the use of the data architecture to all stakeholders.Development of data architecture, strategy and governance.Providing secure, stable, scalable and cost-effective solutions to facilitate storage, integration, usage, access, and delivery of data assets across the business.Defining, developing and maintaining reports to support decision making.Processing & Interpreting data to get actionable insights.Working closely with business users to understand their data analysis needs/requirements.Ideal ProfileYou possess a degree in Computer Science, Applied Mathematics, Engineering or related field.You have at least 1 year experience, ideally within a Data Analyst or Data Architect role.Ability to conceive the data picture from an organisational perspective, and bridge gap between current state and future goals.Exposure/expertise in one or more of emerging tools like columnar and NoSQL databases, predictive analytics, data visualization, and unstructured data.Strong expertise in data modelling & database design.You have good presentation and communication skills and the ability to present you findings clearly and accessibly in the form of reports and presentations to senior colleagues.You are a strong networker & relationship builderYou are a strong team player who can manage multiple stakeholdersYou are a strong mentor and coach who can build high performing teamsWhat's on Offer?Work alongside & learn from best in class talentOpportunity to make a positive impactGreat work environment",remote,"$135,000.00
            -
            $140,000.00",Canada,"[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Software Development'}]",2022-09-28,https://ca.linkedin.com/jobs/view/data-analyst-at-libitzky-property-companies-3314494593?refId=egzAcWoPe8fb%2BUNZpjIM9Q%3D%3D&trackingId=Eksfo368bfMokZpASO6Dug%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card,135000.0,140000.0,135000.0,140000.0
Data Analyst,Libitzky Property Companies,"Using its own equity, LPC continues to build on its strengths and reinvest its capital into new ventures.The RoleYou Will Be Responsible ForCommunicating and supporting the use of the data architecture to all stakeholders.Development of data architecture, strategy and governance.Providing secure, stable, scalable and cost-effective solutions to facilitate storage, integration, usage, access, and delivery of data assets across the business.Defining, developing and maintaining reports to support decision making.Processing & Interpreting data to get actionable insights.Working closely with business users to understand their data analysis needs/requirements.Ideal ProfileYou possess a degree in Computer Science, Applied Mathematics, Engineering or related field.You have at least 1 year experience, ideally within a Data Analyst or Data Architect role.Ability to conceive the data picture from an organisational perspective, and bridge gap between current state and future goals.Exposure/expertise in one or more of emerging tools like columnar and NoSQL databases, predictive analytics, data visualization, and unstructured data.Strong expertise in data modelling & database design.You have good presentation and communication skills and the ability to present you findings clearly and accessibly in the form of reports and presentations to senior colleagues.You are a strong networker & relationship builderYou are a strong team player who can manage multiple stakeholdersYou are a strong mentor and coach who can build high performing teamsWhat's on Offer?Work alongside & learn from best in class talentOpportunity to make a positive impactGreat work environment",remote,"$135,000.00
            -
            $140,000.00",Canada,"[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Software Development'}]",2022-09-28,https://ca.linkedin.com/jobs/view/data-analyst-at-libitzky-property-companies-3314494593?refId=bSIqKhMlHvDl2l%2FiuOg%2Beg%3D%3D&trackingId=wADmQZjyAvWiBH%2BFJ3h9%2Bg%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card,135000.0,140000.0,135000.0,140000.0
Data Analyst,Libitzky Property Companies,"Using its own equity, LPC continues to build on its strengths and reinvest its capital into new ventures.The RoleYou Will Be Responsible ForCommunicating and supporting the use of the data architecture to all stakeholders.Development of data architecture, strategy and governance.Providing secure, stable, scalable and cost-effective solutions to facilitate storage, integration, usage, access, and delivery of data assets across the business.Defining, developing and maintaining reports to support decision making.Processing & Interpreting data to get actionable insights.Working closely with business users to understand their data analysis needs/requirements.Ideal ProfileYou possess a degree in Computer Science, Applied Mathematics, Engineering or related field.You have at least 1 year experience, ideally within a Data Analyst or Data Architect role.Ability to conceive the data picture from an organisational perspective, and bridge gap between current state and future goals.Exposure/expertise in one or more of emerging tools like columnar and NoSQL databases, predictive analytics, data visualization, and unstructured data.Strong expertise in data modelling & database design.You have good presentation and communication skills and the ability to present you findings clearly and accessibly in the form of reports and presentations to senior colleagues.You are a strong networker & relationship builderYou are a strong team player who can manage multiple stakeholdersYou are a strong mentor and coach who can build high performing teamsWhat's on Offer?Work alongside & learn from best in class talentOpportunity to make a positive impactGreat work environment",remote,"$135,000.00
            -
            $140,000.00",Canada,"[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Software Development'}]",2022-09-28,https://ca.linkedin.com/jobs/view/data-analyst-at-libitzky-property-companies-3314494593?refId=ErV0OnC6vBcNW0XMXA99lg%3D%3D&trackingId=EX5k6rj%2FGBMLAJeo4BOhxg%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card,135000.0,140000.0,135000.0,140000.0
Data Analyst,Libitzky Property Companies,"Using its own equity, LPC continues to build on its strengths and reinvest its capital into new ventures.The RoleYou Will Be Responsible ForCommunicating and supporting the use of the data architecture to all stakeholders.Development of data architecture, strategy and governance.Providing secure, stable, scalable and cost-effective solutions to facilitate storage, integration, usage, access, and delivery of data assets across the business.Defining, developing and maintaining reports to support decision making.Processing & Interpreting data to get actionable insights.Working closely with business users to understand their data analysis needs/requirements.Ideal ProfileYou possess a degree in Computer Science, Applied Mathematics, Engineering or related field.You have at least 1 year experience, ideally within a Data Analyst or Data Architect role.Ability to conceive the data picture from an organisational perspective, and bridge gap between current state and future goals.Exposure/expertise in one or more of emerging tools like columnar and NoSQL databases, predictive analytics, data visualization, and unstructured data.Strong expertise in data modelling & database design.You have good presentation and communication skills and the ability to present you findings clearly and accessibly in the form of reports and presentations to senior colleagues.You are a strong networker & relationship builderYou are a strong team player who can manage multiple stakeholdersYou are a strong mentor and coach who can build high performing teamsWhat's on Offer?Work alongside & learn from best in class talentOpportunity to make a positive impactGreat work environment",remote,"$135,000.00
            -
            $140,000.00",Canada,"[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Software Development'}]",2022-09-28,https://ca.linkedin.com/jobs/view/data-analyst-at-libitzky-property-companies-3314494593?refId=UchghugUNpNWqXypilTQYw%3D%3D&trackingId=NmMOoXj3UTG2DQLOVFLyjg%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card,135000.0,140000.0,135000.0,140000.0
Data Analyst,Libitzky Property Companies,"Using its own equity, LPC continues to build on its strengths and reinvest its capital into new ventures.The RoleYou Will Be Responsible ForCommunicating and supporting the use of the data architecture to all stakeholders.Development of data architecture, strategy and governance.Providing secure, stable, scalable and cost-effective solutions to facilitate storage, integration, usage, access, and delivery of data assets across the business.Defining, developing and maintaining reports to support decision making.Processing & Interpreting data to get actionable insights.Working closely with business users to understand their data analysis needs/requirements.Ideal ProfileYou possess a degree in Computer Science, Applied Mathematics, Engineering or related field.You have at least 1 year experience, ideally within a Data Analyst or Data Architect role.Ability to conceive the data picture from an organisational perspective, and bridge gap between current state and future goals.Exposure/expertise in one or more of emerging tools like columnar and NoSQL databases, predictive analytics, data visualization, and unstructured data.Strong expertise in data modelling & database design.You have good presentation and communication skills and the ability to present you findings clearly and accessibly in the form of reports and presentations to senior colleagues.You are a strong networker & relationship builderYou are a strong team player who can manage multiple stakeholdersYou are a strong mentor and coach who can build high performing teamsWhat's on Offer?Work alongside & learn from best in class talentOpportunity to make a positive impactGreat work environment",remote,"$135,000.00
            -
            $140,000.00",Canada,"[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Software Development'}]",2022-09-28,https://ca.linkedin.com/jobs/view/data-analyst-at-libitzky-property-companies-3314494593?refId=YMMO9QMzD7r204Wfa31zVA%3D%3D&trackingId=dgYDgzR8UaWaAzppMrb6pg%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card,135000.0,140000.0,135000.0,140000.0
Data Analyst,Libitzky Property Companies,"Using its own equity, LPC continues to build on its strengths and reinvest its capital into new ventures.The RoleYou Will Be Responsible ForCommunicating and supporting the use of the data architecture to all stakeholders.Development of data architecture, strategy and governance.Providing secure, stable, scalable and cost-effective solutions to facilitate storage, integration, usage, access, and delivery of data assets across the business.Defining, developing and maintaining reports to support decision making.Processing & Interpreting data to get actionable insights.Working closely with business users to understand their data analysis needs/requirements.Ideal ProfileYou possess a degree in Computer Science, Applied Mathematics, Engineering or related field.You have at least 1 year experience, ideally within a Data Analyst or Data Architect role.Ability to conceive the data picture from an organisational perspective, and bridge gap between current state and future goals.Exposure/expertise in one or more of emerging tools like columnar and NoSQL databases, predictive analytics, data visualization, and unstructured data.Strong expertise in data modelling & database design.You have good presentation and communication skills and the ability to present you findings clearly and accessibly in the form of reports and presentations to senior colleagues.You are a strong networker & relationship builderYou are a strong team player who can manage multiple stakeholdersYou are a strong mentor and coach who can build high performing teamsWhat's on Offer?Work alongside & learn from best in class talentOpportunity to make a positive impactGreat work environment",remote,"$135,000.00
            -
            $140,000.00",Canada,"[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Software Development'}]",2022-09-28,https://ca.linkedin.com/jobs/view/data-analyst-at-libitzky-property-companies-3314494593?refId=uFp3C1zz%2FgJooEhVK3dtGQ%3D%3D&trackingId=%2FaRvHxy1tAdSspL6qh5HFg%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card,135000.0,140000.0,135000.0,140000.0
